step,train_acc,test_acc,train_loss,test_loss,weight_l2,w_eff_rank,act_eff_rank,act_sparsity,act_kurtosis,gzip_bytes
2400,1.0,0.39567835635848386,3.262019276917272e-07,18.468212127685547,53.79139221066233,28.36045629448361,31.948827743530273,0.45444488525390625,4.4680094718933105,202947
2600,1.0,0.39567835635848386,3.2598015309304174e-07,18.003507614135742,53.08939408816452,27.90388708644443,31.935134887695312,0.4546051025390625,4.305831432342529,202849
2800,1.0,0.39656393907190934,3.240793944314646e-07,17.556276321411133,52.59374584757833,27.486393875545925,31.841596603393555,0.45490264892578125,4.163689136505127,202680
3000,1.0,0.39744952178533477,3.210065244729776e-07,17.121034622192383,52.21577470705334,27.114876601431106,31.74239730834961,0.45499420166015625,4.025693416595459,202324
3200,1.0,0.39868933758413033,3.1720497872811393e-07,16.686614990234375,51.90679238694575,26.777385870615642,31.628028869628906,0.45550537109375,3.9057092666625977,202074
3400,1.0,0.39868933758413033,3.147973757222644e-07,16.223731994628906,51.63770339249812,26.469344774882,31.49929428100586,0.4555625915527344,3.8010292053222656,201924
3600,1.0,0.3992206872121856,3.105523376234487e-07,15.736014366149902,51.405124306455654,26.18991552458869,31.283018112182617,0.45487213134765625,3.688076972961426,201878
3800,1.0,0.40116896918172157,3.0548363838533987e-07,15.237842559814453,51.20779490776273,25.907694591416252,30.945207595825195,0.45355987548828125,3.5820202827453613,201978
4000,1.0,0.4008147360963514,2.9927448963462666e-07,14.728477478027344,51.059656500581724,25.558969616889954,30.42999267578125,0.45032501220703125,3.4290647506713867,202069
4200,1.0,0.4025859015232023,2.926218485299614e-07,14.221019744873047,50.99355901922461,24.98471819029914,29.589759826660156,0.4452934265136719,3.23525333404541,202305
4400,1.0,0.4034714842366277,2.8793328965548426e-07,13.735276222229004,51.106151557296656,23.824334237310623,27.963455200195312,0.43418121337890625,2.924525260925293,202287
4600,1.0,0.40506553312079346,2.968668582070677e-07,13.203165054321289,51.383013023807635,22.269622180196976,25.524036407470703,0.420135498046875,2.6358046531677246,201639
4800,1.0,0.4086078639744952,3.428969250762748e-07,12.29880142211914,51.43589249946176,21.484330614407856,23.366907119750977,0.4175262451171875,2.819652557373047,200248
5000,1.0,0.40931633014523555,0.0022835449781268835,6.239999771118164,46.04835340639695,21.709820257292854,26.136852264404297,0.45273590087890625,3.252603530883789,199210
5200,1.0,0.41888062345023025,0.0017649974906817079,5.592039108276367,47.56212652914465,22.032021986113655,27.142871856689453,0.4509086608886719,3.6514129638671875,194651
5400,1.0,0.43251859723698194,0.00022838918084744364,5.723509311676025,50.505526636827994,22.2716510825687,27.452848434448242,0.4587745666503906,4.683900833129883,191227
5600,1.0,0.46829613885936944,2.7895486709894612e-05,5.229701995849609,52.20020307706011,22.059080017937553,26.73939323425293,0.4647712707519531,5.825151443481445,189368
5800,1.0,0.5375487070492384,3.473849119473016e-06,3.8542580604553223,52.08902415605919,21.48360972934299,25.126447677612305,0.46794891357421875,7.380380630493164,188284
6000,1.0,0.712362734679419,5.566371328313835e-07,1.706089973449707,50.23147476390918,20.530449840757584,22.665409088134766,0.46891021728515625,9.623093605041504,187425
6200,1.0,0.9213602550478215,2.042682325509304e-07,0.2898655831813812,46.98547674573936,19.369956533114117,20.317773818969727,0.4580726623535156,10.973941802978516,186601
6400,1.0,0.9838823946156571,1.9280030016943783e-07,0.04393744841217995,45.11640510706387,16.071891294585335,14.646002769470215,0.3170928955078125,6.334564208984375,185205
6600,1.0,0.9971661353170386,0.001759338891133666,0.03029700741171837,38.68724423572013,15.672938346862793,15.810561180114746,0.40116119384765625,9.548040390014648,184044
6800,1.0,0.9991144172865746,0.0003861494769807905,0.007356651127338409,38.90857554766332,14.29001161787245,15.533182144165039,0.4333152770996094,12.429240226745605,179783
7000,1.0,0.9996457669146298,4.757355054607615e-05,0.001824714126996696,39.388729692958506,13.128549390368992,15.360480308532715,0.45038604736328125,12.46717643737793,177883
7200,1.0,0.9996457669146298,5.872694600839168e-06,0.0006373616633936763,39.598770591046275,12.216060095363193,15.242137908935547,0.4569664001464844,11.249302864074707,176652
7400,1.0,1.0,8.569879241804301e-07,0.00014516114606522024,39.23522686688668,11.550186263190376,15.064817428588867,0.4562034606933594,10.133942604064941,175499
7600,1.0,1.0,2.19252527244862e-07,3.566033410606906e-05,38.17431483550088,11.094397160742018,14.765745162963867,0.4421577453613281,9.054736137390137,173950
7800,1.0,1.0,1.385336503290091e-07,2.4824144929880276e-05,37.87594359075447,9.807378821902805,11.626441955566406,0.31098175048828125,6.315224647521973,173273
8000,1.0,1.0,0.00018302731041330844,0.0005520952399820089,34.02423898867495,9.749152501424154,13.520262718200684,0.4089775085449219,8.267232894897461,171943
8200,1.0,1.0,3.3402335247956216e-05,0.00018126232316717505,35.00846120194587,9.87555652194553,14.063425064086914,0.4343986511230469,7.642282485961914,171043
8400,1.0,1.0,4.335265657573473e-06,5.0217735406477004e-05,36.00790124850386,9.88032395309872,14.31820297241211,0.44378662109375,6.012319564819336,171378
8600,1.0,1.0,6.560142082889797e-07,1.5646355677745305e-05,36.35116910772826,9.80952082739936,14.355936050415039,0.4433441162109375,4.863492965698242,171253
8800,1.0,1.0,1.793049051457274e-07,6.365773515426554e-06,35.76018537799738,9.750835471683079,14.20590877532959,0.42816925048828125,4.16682243347168,171457
9000,1.0,1.0,1.1499591323627101e-07,5.215577402850613e-06,35.56090487772786,9.210703452428183,11.710582733154297,0.3238105773925781,2.9811344146728516,171414
9200,1.0,1.0,0.0008936954545788467,0.0018207102548331022,32.13579045989747,8.898683693673876,12.171117782592773,0.4029121398925781,3.872765064239502,172572
9400,1.0,1.0,0.0014816573821008205,0.00267563434317708,31.977459326199213,9.070575104819405,12.99171257019043,0.4225425720214844,4.067849159240723,168805
9600,1.0,1.0,0.00019754230743274093,0.0005179638392291963,34.05208262461726,9.347552604145474,13.472187042236328,0.44207763671875,4.152470588684082,167185
9800,1.0,1.0,2.4953833417384885e-05,0.00010658884275471792,35.883626369263744,9.5319359170066,13.555718421936035,0.4484977722167969,4.158733367919922,167470
10000,1.0,1.0,3.2583627671556314e-06,2.5737295800354332e-05,37.20263559082805,9.662352628178066,13.55203914642334,0.4507713317871094,4.21666145324707,167904
10200,1.0,1.0,5.374710099204094e-07,7.470971468137577e-06,37.61844101636489,9.75907282034556,13.554520606994629,0.4488182067871094,4.194240570068359,167662
10400,1.0,1.0,1.7008625263770227e-07,3.084770241912338e-06,36.80356608985899,9.834423303604126,13.291322708129883,0.4290351867675781,3.6787033081054688,167870
10600,1.0,0.9982288345731491,0.0009702292154543102,0.004094753414392471,36.61824959007566,9.061947637134129,11.230648040771484,0.4257164001464844,3.7223329544067383,167979
10800,1.0,1.0,0.0011263942578807473,0.0017985145095735788,32.549185251038764,9.213011542956034,12.461849212646484,0.4344635009765625,5.876087188720703,167939
11000,1.0,1.0,0.00017115984519477934,0.0003830853966064751,34.50547355271622,9.270922356181675,12.827077865600586,0.4417610168457031,5.572908401489258,168427
11200,1.0,1.0,2.171626329072751e-05,8.187611820176244e-05,36.319189228650735,9.273303985595703,12.89371109008789,0.4450569152832031,4.4952006340026855,167727
11400,1.0,1.0,2.8298682082095183e-06,2.140765900549013e-05,37.552136164119695,9.290944483545092,12.912656784057617,0.44535064697265625,3.8523178100585938,168011
11600,1.0,1.0,4.808917424270476e-07,6.621183729293989e-06,37.80122415595141,9.356314778327942,12.943989753723145,0.44199371337890625,3.559223175048828,168577
11800,1.0,1.0,1.5716108237029403e-07,2.466631485731341e-06,36.77919790139058,9.482716692818535,12.80385684967041,0.42498779296875,3.1331629753112793,168660
12000,0.9973425458410843,0.9941551540913921,0.0003458809806033969,0.0213535837829113,36.41415683527056,8.947848889562819,9.554609298706055,0.35361480712890625,2.0463995933532715,168546
12200,1.0,1.0,0.0003773328207898885,0.0007484914385713637,32.482842196823874,9.16648562749227,12.565332412719727,0.4372673034667969,3.4739527702331543,167629
12400,1.0,1.0,6.327973096631467e-05,0.0002230938262073323,34.13074454139525,9.251661287413704,11.980633735656738,0.4387931823730469,4.54194450378418,166783
12600,1.0,1.0,8.201393029594328e-06,7.165741408243775e-05,35.646004571434624,9.270073466830784,11.808116912841797,0.4418487548828125,5.034478187561035,165524
12800,1.0,1.0,1.1538210173966945e-06,2.8111600840929896e-05,36.43584969056564,9.289459453688728,11.772663116455078,0.441558837890625,5.236520767211914,165383
13000,1.0,1.0,2.52484056773028e-07,1.3042552382103167e-05,36.08244202080498,9.363803466161093,11.893291473388672,0.4340095520019531,4.802881717681885,165488
