step,train_acc,test_acc,train_loss,test_loss,weight_l2,w_eff_rank,act_eff_rank,act_sparsity,act_kurtosis,gzip_bytes
2400,1.0,0.39656393907190934,3.26075195289377e-07,18.706363677978516,53.69986284973702,29.009483046001858,33.01005935668945,0.4538612365722656,3.0829601287841797,202115
2600,1.0,0.3967410556145944,3.2398438065683877e-07,18.22083282470703,53.060400014779326,28.519538283348083,32.85133743286133,0.4540824890136719,3.103672504425049,202114
2800,1.0,0.3967410556145944,3.227805507322046e-07,17.744251251220703,52.58171584860323,28.06346073415544,32.70271301269531,0.45400238037109375,3.1379804611206055,202172
3000,1.0,0.3978037548707049,3.1920077958602633e-07,17.253902435302734,52.195084218332646,27.64312806394365,32.52233123779297,0.4541282653808594,3.185967445373535,201950
3200,1.0,0.3981579879560751,3.1549430445920734e-07,16.783483505249023,51.865799200523114,27.259694655736286,32.307777404785156,0.45363616943359375,3.252671718597412,201852
3400,1.0,0.39868933758413033,3.116927871360531e-07,16.285625457763672,51.56172349749714,26.899938583374023,32.053226470947266,0.4534645080566406,3.376504898071289,201856
3600,1.0,0.3993978037548707,3.077645658322581e-07,15.768342971801758,51.270877605089986,26.554505546887714,31.739524841308594,0.45354461669921875,3.5434012413024902,201822
3800,1.0,0.39992915338292595,3.0526189220836386e-07,15.233656883239746,50.989499329396125,26.232757502131992,31.358049392700195,0.4532508850097656,3.759953498840332,201512
4000,1.0,0.4008147360963514,3.0266417638813436e-07,14.699848175048828,50.72239336335659,25.93075105879042,30.935096740722656,0.45285797119140625,4.0147013664245605,201129
4200,1.0,0.4024087849805172,3.0009815077391977e-07,14.205513000488281,50.49071622248717,25.65480652120378,30.362112045288086,0.4516143798828125,4.2729811668396,200680
4400,1.0,0.4032943676939426,2.9588480288111896e-07,13.748278617858887,50.30010287689549,25.380859971046448,29.65481948852539,0.4499015808105469,4.531864166259766,200409
4600,1.0,0.40417995040736804,2.900874847000523e-07,13.32550048828125,50.15995074253006,25.044095317522686,28.72960662841797,0.4466438293457031,4.7881317138671875,199965
4800,1.0,0.40400283386468294,2.83910026155354e-07,12.971431732177734,50.17801976717622,24.3821964263916,27.145122528076172,0.4384040832519531,4.804678916931152,199578
5000,1.0,0.40577399929153385,2.875848394978675e-07,12.654560089111328,50.37134262325223,23.08658440907796,24.934118270874023,0.4268608093261719,4.625373840332031,199210
5200,1.0,0.4087849805171803,3.03677921920098e-07,12.21151065826416,50.42578155259896,22.17711941401164,23.219680786132812,0.421539306640625,4.807110786437988,198549
5400,1.0,0.4116188452001417,3.184721606430685e-07,11.669209480285645,50.34400241819309,21.80649485852983,21.877986907958984,0.42288970947265625,5.443721771240234,197700
5600,1.0,0.41498405951115835,3.280709961472894e-07,11.09212589263916,50.2217924363155,21.643036855591667,20.617734909057617,0.4239959716796875,6.223603248596191,196792
5800,1.0,0.41852639036486006,3.263603218783828e-07,10.489965438842773,50.05480848416538,21.528049879603916,19.33103370666504,0.4226875305175781,6.892799377441406,195970
6000,1.0,0.42454835281615305,3.369095225025376e-07,9.806465148925781,49.87146193878685,21.31874618265364,18.57390022277832,0.4216346740722656,7.44062614440918,195168
6200,1.0,0.4307474318101311,3.249347457767726e-07,9.066715240478516,49.67713877772877,21.026638627052307,17.26862907409668,0.4196281433105469,7.939447402954102,194616
6400,1.0,0.4434998228834573,3.2540992833673954e-07,8.196564674377441,49.504199013679255,20.61473372247484,15.439881324768066,0.4165229797363281,8.301770210266113,194036
6600,0.9760829125697582,0.43234148069429684,0.19788490235805511,8.138924598693848,49.04609127822145,20.241763710975647,14.67542552947998,0.4232139587402344,9.111770629882812,193595
6800,1.0,0.4670563230605739,0.0039890483021736145,3.26798152923584,43.68096972162864,20.372223867310417,18.10904312133789,0.4438209533691406,10.99197006225586,191776
7000,1.0,0.5242649663478569,0.0006136278389021754,2.8090827465057373,46.376758367306635,20.03227162361145,17.56032371520996,0.44988250732421875,14.52674674987793,186167
7200,1.0,0.6712716967764789,6.863791350042447e-05,1.6489496231079102,47.88711188967366,19.28240089946323,16.72311019897461,0.4567375183105469,16.234188079833984,184748
7400,1.0,0.8873538788522848,7.3358628469577525e-06,0.4442859888076782,47.46559092373334,18.05878179603153,15.767191886901855,0.4609489440917969,16.162309646606445,183774
7600,1.0,0.9849450938717677,9.533881666357047e-07,0.040555428713560104,45.653402475990056,16.559684607717728,14.815047264099121,0.4625396728515625,15.238025665283203,183273
7800,1.0,0.9996457669146298,2.499181164239417e-07,0.002156167523935437,43.074668895071014,15.198800749248928,14.128242492675781,0.4559745788574219,14.033977508544922,181855
8000,1.0,1.0,1.3688631383956817e-07,0.00025621458189561963,40.42832595080546,14.056175536579556,13.427173614501953,0.415130615234375,12.008220672607422,180543
8200,1.0,1.0,0.0001296908885706216,0.0018459066050127149,37.79122231561148,12.026745478312174,12.427814483642578,0.38526153564453125,10.660073280334473,179816
8400,1.0,1.0,0.0008478614618070424,0.0031201925594359636,35.380167816167365,11.580788122283089,12.523979187011719,0.3966331481933594,10.471080780029297,176901
8600,1.0,1.0,0.00010871242557186633,0.0006209067651070654,36.45427677838297,10.894492122862074,12.5022554397583,0.4217948913574219,8.826647758483887,175050
8800,1.0,1.0,1.3000276339880656e-05,0.0001153991834144108,37.38795291074063,10.343909740447998,12.452773094177246,0.4325370788574219,7.165739059448242,174949
9000,1.0,1.0,1.7149877749034204e-06,2.2547177650267258e-05,37.83149255182925,9.920779903729757,12.344767570495605,0.4364013671875,6.818386077880859,174705
9200,1.0,1.0,3.3817661915236386e-07,4.623287168215029e-06,37.436833386862745,9.600655131869846,12.16977596282959,0.43048095703125,6.931234359741211,174263
9400,1.0,1.0,1.3191267100864934e-07,1.255623374163406e-06,36.30080931447023,9.268788788053724,11.635746955871582,0.3795127868652344,6.366000175476074,173878
9600,1.0,1.0,0.00012688484275713563,0.0002771684085018933,34.40313432187281,8.477959235509237,11.735325813293457,0.4060325622558594,6.226010322570801,174234
9800,1.0,1.0,0.0008082821732386947,0.0012773979688063264,32.42425002257953,8.44941324657864,11.60116958618164,0.4083137512207031,6.263513565063477,171562
10000,1.0,1.0,0.00010556252527749166,0.0002221993199782446,34.0865652029614,8.377219531271193,11.570146560668945,0.4266395568847656,5.17582893371582,169743
10200,1.0,1.0,1.2639375199796632e-05,3.9600225136382505e-05,35.539458656073705,8.290831406911215,11.527539253234863,0.4350433349609375,4.161226272583008,169040
10400,1.0,1.0,1.653909976084833e-06,7.816753168299329e-06,36.41909499914143,8.213468299971687,11.516386985778809,0.4397087097167969,3.7007455825805664,168530
10600,1.0,1.0,3.264235886035749e-07,2.106399051626795e-06,36.319699501121015,8.161103910870022,11.569204330444336,0.43527984619140625,3.406440258026123,169316
10800,1.0,1.0,1.2798443549399963e-07,8.217893991968594e-07,35.28998620709944,8.102244125472176,11.2664155960083,0.3966026306152344,2.893040657043457,169209
11000,1.0,1.0,9.498893632553518e-05,0.00016258559480775148,32.74855075061086,7.749405172136095,11.68247127532959,0.4247932434082031,2.9274234771728516,168843
11200,1.0,1.0,0.00012224135571159422,0.0002370170841459185,32.13320006645302,7.817834549480015,11.57595157623291,0.42531585693359375,2.687321662902832,168875
11400,1.0,1.0,1.556516690470744e-05,5.1094852096866816e-05,33.38966731339014,7.809005233976576,11.74222183227539,0.4327201843261719,1.9601078033447266,168170
11600,1.0,1.0,2.0090626549063018e-06,1.2152889212302398e-05,34.3482826025694,7.792862892150879,11.826799392700195,0.4340248107910156,1.4709749221801758,168693
11800,1.0,1.0,3.612707359934575e-07,3.2166842629521852e-06,34.5611627606318,7.807892534467909,11.858100891113281,0.4288291931152344,1.199162483215332,170079
12000,1.0,1.0,1.317542768219937e-07,1.1061091527153621e-06,33.88356991080314,7.855675352944268,11.584497451782227,0.3973350524902344,0.929997444152832,170582
12200,1.0,1.0,7.012492278590798e-05,0.0003153405268676579,33.36619203762187,7.428116533491346,11.192548751831055,0.41164398193359375,1.069793701171875,171392
12400,1.0,1.0,0.0008145856554619968,0.001263510319404304,30.513487761034277,7.550836642583211,11.31296157836914,0.40871429443359375,0.8726799488067627,170027
12600,1.0,1.0,0.00011572694347705692,0.0002448330633342266,32.34554460863395,7.665612194273207,11.161977767944336,0.43048858642578125,1.1829023361206055,166687
12800,1.0,1.0,1.4602265764551703e-05,4.482108852243982e-05,34.02674344772263,7.726387646463182,10.968677520751953,0.4381446838378906,1.4084701538085938,165564
13000,1.0,1.0,1.931260612764163e-06,8.868573786458e-06,35.181478927038256,7.772247076034546,10.894758224487305,0.43991851806640625,1.508772850036621,165692
